randid,WONumber,WOStatus,WOType,Date_EventStart,Date_EventEnd,GeneralDesc,CompletionDesc,ProductionImpact_kWh,WarrantyClaim,Priority,Date_EventStart_Consistent,Date_EventEnd_Consistent,Dataset,Asset,CompletionActivity,FailureCategories,ImpactLevel,WarrantyType,InsuranceClaim,LaborEffort_Hrs,Cause,OpEventID,states,Commissioning_Date,FullDesc,FullDescCleaned,FullDescTokenized,FullDescEmbeds
C3S219,WO-0224238,Completed,Corrective,2018-09-30 07:45:00,2018-10-01 09:30:00,IS-43 - Inverter 15 - Forced Outage Canceled OE deleted in batch process: OE-11193325. Inverter 15 went offline @ 745AM 30-Sep. Low inlet pressure fault (inlet pressure @ 15 PSI). 019 - Unplanned outage/derate,Coolant pump had lost its prime. Discharged the inverter and added air to the expansion tank (10psi low). Recharged the inverter cooling system and monitored.. TechDispatched: Yes,,No,High,2018-09-30 07:45:00:00,2018-10-01 09:30:00:00,C3b,Inverter,11 - Combination,Failure Class 3 - single inverter off-line,Underperformance,,,2.59,019 - Unplanned outage/derate. ,,NC,2016-12-30,IS-43 - Inverter 15 - Forced Outage Canceled OE deleted in batch process: OE-11193325. Inverter 15 went offline @ 745AM 30-Sep. Low inlet pressure fault (inlet pressure @ 15 PSI). 019 - Unplanned outage/derateCoolant pump had lost its prime. Discharged the inverter and added air to the expansion tank (10psi low). Recharged the inverter cooling system and monitored.. TechDispatched: Yes,inverter forced outage canceled oe deleted batch process oe inverter went offline sep low inlet pressure fault inlet pressure psi unplanned outage deratecoolant pump lost prime discharged inverter added air expansion tank psi low recharged inverter cooling system monitored techdispatched yes,"['inverter', 'forced', 'outage', 'canceled', 'oe', 'deleted', 'batch', 'process', 'oe', 'inverter', 'went', 'offline', 'sep', 'low', 'inlet', 'pressure', 'fault', 'inlet', 'pressure', 'psi', 'unplanned', 'outage', 'deratecoolant', 'pump', 'lost', 'prime', 'discharged', 'inverter', 'added', 'air', 'expansion', 'tank', 'psi', 'low', 'recharged', 'inverter', 'cooling', 'system', 'monitored', 'techdispatched', 'yes']","[(8, 1), (10, 4), (13, 1), (15, 2), (25, 1), (26, 1), (29, 1), (197, 1), (205, 2), (271, 1), (318, 1), (319, 1), (320, 1), (321, 1), (322, 1), (323, 1), (324, 1), (325, 1), (326, 1), (327, 2), (328, 1), (329, 1), (330, 2), (331, 2), (332, 1), (333, 1), (334, 2), (335, 1), (336, 1), (337, 1), (338, 1), (339, 1)]"
C3S213,WO-1059553,Completed,Corrective,,,Innovative 63 - Inverters B & C - Forced Outaga. Inverters B & C both tripped offline in at 1100 ET on 8/16/19 due to a ground fault (error #128 in Skytron). 001 - Ground fault,"Both inverters found with good array voltage and GFDI breaker tripped. Inv B RTS app 11:00, Inv C RTS app 11:10, Inv B taken back offline from app 11:15-11:20",,,Critical,2019-08-17 09:00:00,2019-08-17 17:00:00,C3c,Inverter,05 - Refit(Reset),Failure Class 2 - more than one inverter off-line,Underperformance,,,2.98,001 - Ground fault,,NC,2016-03-03,"Innovative 63 - Inverters B & C - Forced Outaga. Inverters B & C both tripped offline in at 1100 ET on 8/16/19 due to a ground fault (error #128 in Skytron). 001 - Ground faultBoth inverters found with good array voltage and GFDI breaker tripped. Inv B RTS app 11:00, Inv C RTS app 11:10, Inv B taken back offline from app 11:15-11:20",innovative inverters b c forced outaga inverters b c tripped offline et due ground fault error skytron ground faultboth inverters found good array voltage gfdi breaker tripped inv b rts app inv c rts app inv b taken back offline app,"['innovative', 'inverters', 'b', 'c', 'forced', 'outaga', 'inverters', 'b', 'c', 'tripped', 'offline', 'et', 'due', 'ground', 'fault', 'error', 'skytron', 'ground', 'faultboth', 'inverters', 'found', 'good', 'array', 'voltage', 'gfdi', 'breaker', 'tripped', 'inv', 'b', 'rts', 'app', 'inv', 'c', 'rts', 'app', 'inv', 'b', 'taken', 'back', 'offline', 'app']","[(3, 3), (8, 1), (11, 3), (13, 2), (63, 1), (68, 4), (69, 1), (70, 1), (84, 1), (86, 1), (122, 2), (135, 1), (151, 3), (204, 1), (250, 1), (271, 1), (276, 2), (309, 1), (340, 3), (341, 1), (342, 1), (343, 1), (344, 1), (345, 1), (346, 2), (347, 1)]"
C4S44,02529-INVT-OUT-1479,Closed,Corrective,2018-12-28 11:00:00,2019-01-30 12:00:00,Inverters not de-rating properly. Case open with Schnieder #54887457,Schneider tech adjusted max AC set-point on site.,0.0,,,2018-12-28 11:00:00,2019-01-30 12:00:00,C4,Inverter,,Central Inverter Outage,Underperformance,,,,,,MA,2018-03-19,Inverters not de-rating properly. Case open with Schnieder #54887457Schneider tech adjusted max AC set-point on site.,inverters de rating properly case open schnieder schneider tech adjusted max ac set point site,"['inverters', 'de', 'rating', 'properly', 'case', 'open', 'schnieder', 'schneider', 'tech', 'adjusted', 'max', 'ac', 'set', 'point', 'site']","[(11, 1), (56, 1), (65, 1), (206, 1), (348, 1), (349, 1), (350, 1), (351, 1), (352, 1), (353, 1), (354, 1), (355, 1), (356, 1), (357, 1), (358, 1)]"
C2S114,18_029080,Closed,Corrective,2018-03-01 10:45:00,2018-03-01 16:10:00,Inverter is offline with a fan 7 fault,Hardware Replacement. Hardware Replaced: Engine Fan # 7,2377.0,No,,2018-03-01 10:45:00,2018-03-01 16:10:00,C2,Inverter,Hardware Replacement,Hardware Failure,Full,,,,,,CA,2015-11-30,Inverter is offline with a fan 7 faultHardware Replacement. Hardware Replaced: Engine Fan # 7,inverter offline fan faulthardware replacement hardware replaced engine fan,"['inverter', 'offline', 'fan', 'faulthardware', 'replacement', 'hardware', 'replaced', 'engine', 'fan']","[(10, 1), (13, 1), (111, 1), (176, 1), (359, 1), (360, 2), (361, 1), (362, 1)]"
C3S174,WO-1069962,Completed,Corrective,,,Haywood Farm - String Inverter B4 - Forced Outage. 10/23/19 Haywood Farms String Inverter B4 did not start this morning. Alsoenergy does not show any alarms on the Inverter. C4 does not have remote capabilities to access Solectria Inverters. Site Visit Required.. 019 - Unplanned outage/derate,"Arrived onsite INV B4 was faulted out with a isolation error. this fault indicates one or more strings under ground has been nicked and has been reciveing moisture inside the insulation, the inverter senses this as a ground fault and will trip the inverter, after trouble shooting this box i have isolated the strings causing the trip, the inverter is back online and producing, strings that caused the trip will need to be re pulled with new. pictures of inspection can be found here on box. https://ccrenew.box.com/s/tcwob4v4buos3kfbplrwqzbtavvf3f1b 1 String, string # 4.3 is currently disconnected from Inverter B4 to allow inverter to operate normally. New work order will be created to address string outage.",,,Normal,2019-10-23 09:00:00,2019-11-01 17:00:00,C3c,Inverter,04 - Adjust,Failure Class 3 - single inverter off-line,Underperformance,,,4.4,019 - Unplanned outage/derate,,NC,2017-08-09,"Haywood Farm - String Inverter B4 - Forced Outage. 10/23/19 Haywood Farms String Inverter B4 did not start this morning. Alsoenergy does not show any alarms on the Inverter. C4 does not have remote capabilities to access Solectria Inverters. Site Visit Required.. 019 - Unplanned outage/derateArrived onsite INV B4 was faulted out with a isolation error. this fault indicates one or more strings under ground has been nicked and has been reciveing moisture inside the insulation, the inverter senses this as a ground fault and will trip the inverter, after trouble shooting this box i have isolated the strings causing the trip, the inverter is back online and producing, strings that caused the trip will need to be re pulled with new. pictures of inspection can be found here on box. https://ccrenew.box.com/s/tcwob4v4buos3kfbplrwqzbtavvf3f1b 1 String, string # 4.3 is currently disconnected from Inverter B4 to allow inverter to operate normally. New work order will be created to address string outage.",haywood farm string inverter b forced outage haywood farms string inverter b start morning alsoenergy show alarms inverter c remote capabilities access solectria inverters site visit required unplanned outage deratearrived onsite inv b faulted isolation error fault indicates one strings ground nicked reciveing moisture inside insulation inverter senses ground fault trip inverter trouble shooting box isolated strings causing trip inverter back online producing strings caused trip need pulled new pictures inspection found box https ccrenew box com tcwobvbuoskfbplrwqzbtavvffb string string currently disconnected inverter b allow inverter operate normally new work order created address string outage,"['haywood', 'farm', 'string', 'inverter', 'b', 'forced', 'outage', 'haywood', 'farms', 'string', 'inverter', 'b', 'start', 'morning', 'alsoenergy', 'show', 'alarms', 'inverter', 'c', 'remote', 'capabilities', 'access', 'solectria', 'inverters', 'site', 'visit', 'required', 'unplanned', 'outage', 'deratearrived', 'onsite', 'inv', 'b', 'faulted', 'isolation', 'error', 'fault', 'indicates', 'one', 'strings', 'ground', 'nicked', 'reciveing', 'moisture', 'inside', 'insulation', 'inverter', 'senses', 'ground', 'fault', 'trip', 'inverter', 'trouble', 'shooting', 'box', 'isolated', 'strings', 'causing', 'trip', 'inverter', 'back', 'online', 'producing', 'strings', 'caused', 'trip', 'need', 'pulled', 'new', 'pictures', 'inspection', 'found', 'box', 'https', 'ccrenew', 'box', 'com', 'tcwobvbuoskfbplrwqzbtavvffb', 'string', 'string', 'currently', 'disconnected', 'inverter', 'b', 'allow', 'inverter', 'operate', 'normally', 'new', 'work', 'order', 'created', 'address', 'string', 'outage']","[(3, 1), (8, 1), (10, 8), (11, 1), (14, 1), (15, 3), (16, 1), (24, 5), (29, 1), (33, 1), (45, 1), (48, 1), (56, 1), (66, 1), (68, 4), (69, 1), (84, 1), (89, 1), (99, 2), (109, 1), (135, 1), (144, 1), (151, 1), (186, 1), (198, 1), (201, 1), (224, 1), (230, 1), (255, 1), (271, 2), (276, 2), (283, 1), (363, 1), (364, 1), (365, 1), (366, 3), (367, 1), (368, 1), (369, 1), (370, 1), (371, 1), (372, 1), (373, 1), (374, 1), (375, 2), (376, 1), (377, 1), (378, 1), (379, 1), (380, 1), (381, 1), (382, 1), (383, 1), (384, 1), (385, 1), (386, 1), (387, 1), (388, 1), (389, 1), (390, 1), (391, 1), (392, 1), (393, 1), (394, 1), (395, 3), (396, 1), (397, 3), (398, 1), (399, 1)]"
C2S55,16_005067,Closed,Corrective,2016-11-01 07:24:00,2016-11-01 10:30:00,Inverter faulting due to Inlet Pressure (THM15),Hardware Adjustment. Hardware Replaced: ,241.0,No,,2016-11-01 07:24:00,2016-11-01 10:30:00,C2,Inverter,Hardware Adjustment,Hardware Malfunction,Partial,,,,,,CA,2015-12-22,Inverter faulting due to Inlet Pressure (THM15)Hardware Adjustment. Hardware Replaced: ,inverter faulting due inlet pressure thm hardware adjustment hardware replaced,"['inverter', 'faulting', 'due', 'inlet', 'pressure', 'thm', 'hardware', 'adjustment', 'hardware', 'replaced']","[(10, 1), (111, 1), (176, 2), (327, 1), (331, 1), (341, 1), (400, 1), (401, 1), (402, 1)]"
C2S145,18_040719,Closed,Corrective,2018-08-17 17:13:00,2018-08-17 17:32:00,Inverter offline due to malfunction,No Action Required. Hardware Replaced: ,63.0,No,,2018-08-17 17:13:00,2018-08-17 17:32:00,C2,Inverter,No Action Required,Hardware Malfunction,Full,,,,,,CA,2015-06-12,Inverter offline due to malfunctionNo Action Required. Hardware Replaced: ,inverter offline due malfunctionno action required hardware replaced,"['inverter', 'offline', 'due', 'malfunctionno', 'action', 'required', 'hardware', 'replaced']","[(10, 1), (13, 1), (111, 1), (176, 1), (341, 1), (389, 1), (403, 1), (404, 1)]"
C2S67,17_013369,Closed,Corrective,2017-04-26 14:55:00,2017-04-26 15:15:00,Taking the inverter offline to troubleshoot string D-1,Other Site Work. Hardware Replaced: ,126.0,No,,2017-04-26 14:55:00,2017-04-26 15:15:00,C2,Inverter,Other Site Work,Dependent Equipment Downtime,Full,,,,,,NC,2014-08-14,Taking the inverter offline to troubleshoot string D-1Other Site Work. Hardware Replaced: ,taking inverter offline troubleshoot string site work hardware replaced,"['taking', 'inverter', 'offline', 'troubleshoot', 'string', 'site', 'work', 'hardware', 'replaced']","[(10, 1), (13, 1), (24, 1), (56, 1), (111, 1), (176, 1), (230, 1), (405, 1), (406, 1)]"
C3S65,WO-0234034,Completed,Corrective,2018-11-28,2018-12-19,is 46 --- inv W-A7-2 ---- forced outage. W-A7-2 keeps faulting off and coming back online. creating wo for dave hunt to take a look at inv so that we can start load test. 017 - Controller,"W/O 11/28/18 W-A7-2 Upon arriving found inverter in fault mode, the HMI screen only had Emergency Stop on it, performed a hard reset, inverter is not resetting, called C-4, talked with Raymond, waiting on Kano to repair. Inverter off at 8:00AM 11/28/18 Loss of production started at 11/28/18 at 8:00 AM W-A7-2 12/18/18 Called C-4 let them know Kano was going to work on inverter. Found a bad XCU and bad T1 Timer, changed them both out for new one?s, called C-4 the see it running and producing. Inverter off at Nov. 28 at 8:00 AM Inverter back on Dec. 18 at 12:20 PM Inverter off production 20 days, 4 hrs, and 20 minutes.. TechDispatched: Yes",,No,High,2018-11-28 09:00:00,2018-12-19 17:00:00,C3b,Inverter,01 - Replace,Failure Class 3 - single inverter off-line,Underperformance,,,2.72,017 - Controller. ,,NC,2016-12-15,"is 46 --- inv W-A7-2 ---- forced outage. W-A7-2 keeps faulting off and coming back online. creating wo for dave hunt to take a look at inv so that we can start load test. 017 - ControllerW/O 11/28/18 W-A7-2 Upon arriving found inverter in fault mode, the HMI screen only had Emergency Stop on it, performed a hard reset, inverter is not resetting, called C-4, talked with Raymond, waiting on Kano to repair. Inverter off at 8:00AM 11/28/18 Loss of production started at 11/28/18 at 8:00 AM W-A7-2 12/18/18 Called C-4 let them know Kano was going to work on inverter. Found a bad XCU and bad T1 Timer, changed them both out for new one?s, called C-4 the see it running and producing. Inverter off at Nov. 28 at 8:00 AM Inverter back on Dec. 18 at 12:20 PM Inverter off production 20 days, 4 hrs, and 20 minutes.. TechDispatched: Yes",inv w forced outage w keeps faulting coming back online creating wo dave hunt take look inv start load test controllerw w upon arriving found inverter fault mode hmi screen emergency stop performed hard reset inverter resetting called c talked raymond waiting kano repair inverter loss production started w called c let know kano going work inverter found bad xcu bad timer changed new one called c see running producing inverter nov inverter back dec pm inverter production days hrs minutes techdispatched yes,"['inv', 'w', 'forced', 'outage', 'w', 'keeps', 'faulting', 'coming', 'back', 'online', 'creating', 'wo', 'dave', 'hunt', 'take', 'look', 'inv', 'start', 'load', 'test', 'controllerw', 'w', 'upon', 'arriving', 'found', 'inverter', 'fault', 'mode', 'hmi', 'screen', 'emergency', 'stop', 'performed', 'hard', 'reset', 'inverter', 'resetting', 'called', 'c', 'talked', 'raymond', 'waiting', 'kano', 'repair', 'inverter', 'loss', 'production', 'started', 'w', 'called', 'c', 'let', 'know', 'kano', 'going', 'work', 'inverter', 'found', 'bad', 'xcu', 'bad', 'timer', 'changed', 'new', 'one', 'called', 'c', 'see', 'running', 'producing', 'inverter', 'nov', 'inverter', 'back', 'dec', 'pm', 'inverter', 'production', 'days', 'hrs', 'minutes', 'techdispatched', 'yes']","[(3, 3), (8, 1), (10, 7), (14, 1), (15, 1), (16, 1), (17, 2), (26, 1), (52, 1), (62, 1), (69, 2), (75, 1), (78, 1), (84, 2), (99, 1), (113, 1), (114, 1), (144, 1), (148, 1), (151, 2), (152, 1), (153, 1), (161, 4), (163, 2), (197, 1), (230, 1), (237, 1), (242, 1), (271, 1), (289, 1), (295, 1), (298, 1), (394, 1), (401, 1), (407, 1), (408, 3), (409, 1), (410, 1), (411, 1), (412, 1), (413, 1), (414, 1), (415, 1), (416, 1), (417, 1), (418, 1), (419, 1), (420, 2), (421, 1), (422, 1), (423, 1), (424, 1), (425, 1), (426, 1), (427, 1), (428, 1), (429, 1), (430, 1), (431, 1), (432, 1), (433, 1), (434, 1), (435, 1), (436, 1)]"
C5S150,5338,Closed,Corrective,2018-10-15 22:34:05,2018-10-16 21:19:00,Martins Creek - Inverters A1 and A2 - Offline (104 error). ,"2018-10-15. Inverters offline due to 104 error (Line voltage is too high).

replaced dip pole fuse in pole A, found tree branch that caused fault. A.Duke 10/16/2018. ",,,High,2018-10-15 22:34:05,2018-10-16 21:19:00,C5,Inverter/String Inverter,,AC Issues,Underperformance,,,5.0,,,NC,2014-03-21,"Martins Creek - Inverters A1 and A2 - Offline (104 error). 2018-10-15. Inverters offline due to 104 error (Line voltage is too high).

replaced dip pole fuse in pole A, found tree branch that caused fault. A.Duke 10/16/2018. ",martins creek inverters offline error inverters offline due error line voltage high replaced dip pole fuse pole found tree branch caused fault duke,"['martins', 'creek', 'inverters', 'offline', 'error', 'inverters', 'offline', 'due', 'error', 'line', 'voltage', 'high', 'replaced', 'dip', 'pole', 'fuse', 'pole', 'found', 'tree', 'branch', 'caused', 'fault', 'duke']","[(11, 2), (13, 2), (40, 1), (63, 1), (84, 1), (94, 1), (107, 2), (111, 1), (135, 2), (255, 1), (271, 1), (272, 1), (341, 1), (437, 1), (438, 1), (439, 1), (440, 1), (441, 1), (442, 1)]"
