randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C4S52,2018-05-07 07:00:00,2018-05-08 11:00:00,Inverter did not start up in the morning despite irradiance to do so.,"ABB made site visit report to follow. ABB case #702899 opened. Potential issue with module 4, the modules hasn't been on in a few days and whole inverter could be failing on ""master"" days.",Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-05-15 07:00:00,2018-05-21 15:00:00,Inverter 2 only 2 modules operating 5/13-5/14. Inverter 2 did not start up 5/15 enough irradiance on site for all four modules on inverter 1 to be on and clipping. Case CARE-00705772.,Firmware Reconfiguration. ABB scheduled on site 5/21.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-05-15 21:00:00,2018-05-16 10:15:00,Nexamp's recloser opened. NEC closed it back in remotely.,,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-05-23 07:00:00,2018-05-29 13:00:00,Matt from ABB on site earlier in the week to update configuration settings. Inverter did not turn on morning of 5/23. Case made with ABB #CARE-00708460. Disabled module 4. Inverter running at 75%,Replaced module # 3. ABB tech scheduled to visit site on 5/29. Inverter will remain offline until then. 5/25/18 Inverter 2 did not start. Escalating with ABB.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S97,2018-05-24 08:00:00,2018-05-29 13:00:00,Potential string down. Identified in NEC on 5/24.,Defective fuse holder and blown fuse. Box was retrofit with new parts.,Combiner Box,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S57,2018-05-27 07:00:00,2018-05-27 12:45:00,Nexamp recloser tripped open.,NEC remotely closed back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-06-02 10:15:00,2018-06-02 11:15:00,Nexamp recloser opened.,Remotely closed Nexamp recloser. Site back online.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-06-02 08:00:00,2018-06-04 06:00:00,"Inv 2 - Module 3 did not turn on 2JUN and 3JUN , despite enough irradiance on site for other modules to be on and clipping. Case #CARE-00711954 opened with ABB.",Entire inverter did not turn on 4JUN closing this case to open new case with 0% availability.,Inverter Module,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-06-03 09:00:00,2018-06-07 12:45:00,Potential strings down in CB 03-02 and 04-02 noticed on 3JUN.,Jared visited site. Confirmed no down strings in both CB.,Combiner Box,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-06-04 06:00:00,2018-06-11 12:00:00,Inverter modules 3 and 4 did not turn on 4JUN. Inv 1 all four modules on and operating.,ABB replaced the chiller relay. Chiller issue module 3&4 will be off untill parts are replaced. ABB to swap modules 6/5/18.,Inverter Module,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-06-06 12:00:00,2018-06-06 12:30:00,Nexamp recloser opened. No event file available.,NEC remotely closed back in,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-06-06 06:00:00,2018-06-14 16:45:00,North West Deno stopped reporting data over night.,"Both sensors set to LUN2. Dan L corrected issue. Also Energy unsure of reason for disconnect. Followed up with Dan L who reset the gateway, still no data flowing to powertrack. Followed up with Elie to get a status update on case 63050 from 6JUN. We can see irradiance values, a healthy charge state and a steady signal on DenoWatts portal.Case opened with AlsoEnergy to investigate.",Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S97,2018-06-21 07:00:00,2018-10-17 11:00:00,Combiner Box 8 not updating to powertrack.,Replaced ADAM unit. Replaced ADAM unit.,Combiner Box,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S57,2018-06-28 10:00:00,2018-06-29 08:30:00,Inverter reporting DC contactor fault.,Had to open Q1&Q2 breakers in inverter to clear alarm and restart.,Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-06-29 11:15:00,2018-07-09 07:00:00,inverters are power cycling themselves for unknown reasons.,inverters operated as expected. Paul uploaded new firmware to inverter 8JUL around noon. NEC will monitor 9JUL to see if issue is resolved before restoring outage. Email sent to Ingeteam. Paul investigating and following up with engineering department in Spain.,Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-07-09 16:15:00,2018-07-10 11:00:00,"Inverter tripped due to open door alarm E045 alarm state 50, E018 ground fault, or E035 remote off. Inverter sent all three alarms through power track.",Inverter was in a groundfault. Blown gigavac and power supply board in CB.04-01. USNE restared the inverter it tripped in EL305 and 847 fault. Nexamp will be on site 7/10/18. USNE truck rolled.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-10 12:00:00,2018-07-11 07:00:00,Both inverters down. Only inverter 1 is communicating.,Inverter 1 is producing. Inverter 2 parts are being shipped. Blown power supply board in Inverter 2 which was origanally set to Master. Inverter 2 was changed to Slave and Inverter 1 was changed to Master while we wait on parts or repair. Paul Behm will be changing configurations remotely to get Inverter 1 back online by 3 pm today.,Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-11 09:00:00,2018-07-19 18:15:00,Inverter 2 down due to blown power supply board.,"Paul replaced AC contactors and inverters resumed normal updates. Paul Behm / Ingeteam has been working through root cause of the two inverters down at Belchertown and Charlton Sampson Road. He traded out the AC contactor from working inverter on site to prove that the contactor is the culprit, so they know root cause but they don't the why yet. He will have two new contactors by Thursday afternoon and should have one installed EOD Thursday and the other on Friday morning. Ingeteam will work with Eaton on the why. So barring other issues, we should have all Ingeteam inverters back up Friday morning. Email follow up - possible issue is on the AC contactor - they are assuming that Belchertown outage will be same root cause as Sampson Charlton, boards to be replaced today and tested. Email 7/18/18 Hello Brad, We went to site yesterday and reviewed the inverters and took dc short circuit continuity and ground fault measurements as well as on the ac six side. We did not find anything bad/wrong. The spare boards arrived around 3 yesterday. We headed to the Charlton site to change the boards and make a few more checks with the ac contactor from Spain’s suggestions. Thanks, Paul. Paul Ingeteam on site 7/16/18 ... need update on status. New power supply board did not resolve the issue. Paul Behm is scheduling a technician to make a site visit and repair. Date is currently unknown. Changed inverter 1 to master so it can still produce energy. Inverter 2 offline waiting for parts. Expected arrival 11-12JUL.",Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-23 04:00:00,2018-07-23 08:30:00,Nexamp recloser tripped offline.,Remotely closed back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-23 10:00:00,2018-08-08 08:00:00,Quickset software not catching timing and reasons of actual trip events. PRE cycle length of pre-fault event file may be too high.,Adjusted Quickset settings for event capture. ENgaged LIG for further review of engineering design and recommendations to fix circulating current issues + high current to neutral / ground. Customer recloser is not tripping so the 651 doesn't log event. 267 254 59 ticket opened with NGrid to get events off their recloser. USNE to megger site 7/31/18.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-23 13:00:00,2018-07-24 09:15:00,Nexamp recloser opened.,"Site closed back in. NG confirmed everything on their side appears functional, requests Nexamp site visit to close back in. Ryan en route, should arrive around 9am 7/24. NG dispatch investigating why their recloser is open. Utility recloser opened, contacted NG.",Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-24 11:30:00,2018-07-25 09:00:00,Site offline. No utility voltage at the recloser.,Utility listed ground fault as reason for trip. Bird found in the area that could have been the cause. Jeff went on site and utility closed back in and Nexamp side recloser was closed. Skip emailed USNE about wildlife protection installation. NEC followed up 4pm for status update. National Grid investigating issue.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-26 09:15:00,2018-07-26 10:30:00,Utility out on site.,Site closed back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-26 11:00:00,2018-07-27 11:00:00,Site was able to close back in and then tripped again 30 minutes later.,"Ryan visited site. Contacted National Grid, got the site closed back in. Power analyzer installed at recloser control to capture event. 267 254 59 is the work order number for national grid ticket in case anyone needs to reference it along the way. 7/27/18 email status: The utility recloser is tripping on some unknown ground current / fault. This began happening 7/23/18 and trip events happened 7/23, 7/24, 7/26 x2. Inverters were not operational for a time prior to 7/20 when Ingeteam got them running again. The events captured at customer 651 are based on the voltage loss of the utility trip, and did not capture other detail of what is happening. Normally this site operates with circulating current when idle. We sent Ingeteam on site for troubleshooting of inverters. They checked for continuity between phases and phases to ground and did not find anything not expected. Possibilities for root cause to investigate: Site infrastructure - because of the circulating currents when idle, when the inverters are operational, we get current to ground at increasing levels relative to kW output. It may be we operate right at the ground current maximum under normal circumstances and something is causing voltages to shift slightly in recent conditions which tweaks the current into the trip threshold. There may be something wrong with a piece of utility equipment. If the event is coming from the utility, the utility recloser will likely trip before the customer recloser. The inverters should not be able to cause this event as they are synching to the grid and not creating voltages, they simply match it and tweak themselves higher so the current can flow in synch to match the source circuit. For a while I was trying to figure out how the smart grounding board and inverter synch boards could be doing something weird, but I can't get to a point where they are injecting current to neutral or ground that it shouldn't. There are no settings active for power factor improvements and so forth. The utility dispatch team we deal with for reclose requests doesn't do troubleshooting, they handle emergencies, so we need to open a ticket with an engineering group on the issue. Confirm that the bonding in the transformers is what we want and the final iteration was captured in as builts. Ryan is going on site to close in the utility. While there he is going to put a logging meter at our 651 so that we can capture data at higher sample rate than the DAS. The DAS is capturing raw data every 3 minutes or so - we need much smaller to hope to capture anything. A similar issue occurred at Upton when a car took out a utility pole at Upton. The utility re-routed our feeder circuit temporarily. On that circuit when the utility closed in their recloser, and then we closed in ours, the transformer surge drove the ground current at the utility recloser to trip at >12A @ 13.8kV. I was able to close in one at a time there and that worked until the inverters started to inject and then it tripped that circuit again. Once the utility moved us back to our 'regular' circuit we were able to operate at the 'regular' ~12A ground current. Next steps: NAMS to open a ticket with engineering at utility. Collect data on site with temporary metering. NAMS to get site closed in this morning. Set customer 651 to trip faster on ground events so even if event comes from the grid, we may be able to trip our side off and not lose utility AC, which is a truck roll and time killer to restore. PC, DR - can you confirm that the as builts are accurate as far as actual grounding and bonding locations (high side neutral bonded to ground, no neutral to zigzag, zigzag has ground reference (I am not sure where this is bonded). John to visit site after he finishes installing new contactor at Belchertown 26JUL. Brad sent email to Ingeteam support asking for them to investigate. No reply from Ingeteam yet.",Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-07-27 20:15:00,2018-08-01 13:00:00,Site offline. No utility voltage at the recloser.,"Site is back online. USNE electrician checked for faults, didn't find any and reclosed back in. Emailed Brandon Steacy, waiting for feedback.",Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S32,2018-08-05 08:45:00,2018-08-08 10:00:00,Inverter 15 is underproducing compared to inverter 14. Possible that storms caused an issue on site.,Solectria will not be making a site visit to replaced burnt dc contactor because technically it is still working. Replaced defective cooling fan in Inverter 15. Identified burnt DC contactor(kilovac). DC inputs were moved to take the contactor out of service and case # 99254 was opened with Solectria.,Inverter,MA,2012-09-21,1186.18,1000.0,Distributed Generation,Fixed,Central,
C4S57,2018-08-01 12:00:00,2018-08-08 10:00:00,CB amperage reading lower than expected after transformer troubleshooting.,2 blown string fuses. 15 A fuses installed when they should of been 30 A.,Combiner Box,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S32,2018-08-17 07:00:00,2018-08-17 08:00:00,Inverter did not start up.,Inverter Started at 8am.,Inverter,MA,2012-09-21,1186.18,1000.0,Distributed Generation,Fixed,Central,
C4S57,2018-08-19 12:00:00,2018-08-24 10:00:00,Inverter 2 offline because of a blown power supply board.,New AC contactor installed. Firmware updated. Ingeteam to schedule a site vist this week or early next week.,Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-08-23 13:30:00,2018-08-24 09:00:00,"Inverter 1 offline due to Multiple Faults: Module 4: Bulk Cap Failure E015, Alarm state 20 Module 3: Remote off E035, Alarm state 50 Module 2: DC switch open E039, Alarm state 57 Module 1: Ground Fault E018, Alarm state 23.",Tree dropped on array from contractor on Griffin Rd II. Case created with ABB: CARE-00740908.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-08-24 09:00:00,2018-12-19 13:00:00,Tree fell on array causing a groundfault. Disconnected string while materials are ordered.,Array repaired. Waiting until Griffin 2 mobilization for repairs.,Combiner Box,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-08-25 18:15:00,2018-08-25 09:00:00,Inverters tripped offline citing the following alerts: Fatal Error for continuous error (0x8000) Fault produced on the Phase R Blower (0x4000000000) Fault produced on the Phase S Blower (0x8000000000) Fault produced on the Phase T Blower (0x10000000000).,Paul was testing a few things with the recent events with the Eaton AC contactor. Contacted Ingeteam.,Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-08-26 13:45:00,2018-08-27 06:00:00,System stopped updating to powertrack. Site is closed on both customer and utility side.,System resumed updating normally and data back-filled for Sunday. Able to successfully ping modem on site.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S32,2018-08-28 12:15:00,2018-09-19 10:00:00,"Inverter 14 dropped offline for about an hour and resumed normal production on its own. The inverter was late to start up on 8/17 and resumed normal production on its own on that occasion as well. Track inverter for potential downtime/ fault codes. Additional dates of inverter dropping offline for an hour 8/30, 9/5","Inverter 14 dropped offline for about an hour and resumed normal production on its own. The inverter was late to start up on 8/17 and resumed normal production on its own on that occasion as well. Track inverter for potential downtime/ fault codes. Additional dates of inverter dropping offline for an hour 8/30, 9/5. Solectria tech scheduled 9/19. They believe the inverter is having a mag fault. Case 00100037 opened at Solectria. Will continue to monitor. Dropped offline again on 8/30 for an hour then came back. Cited alarm code 1024 in Powertrack, not sure what that corresponds to yet.",Inverter,MA,2012-09-21,1186.18,1000.0,Distributed Generation,Fixed,Central,
C4S57,2018-09-03 13:00:00,2018-09-04 09:00:00,"Inverter 1 offline citing alarm code 0x2000, bit code 4. Inverter 2 offline citing alarm code 0x2040, bit code 4. Emailed Ingeteam for more information.","Blown ground fault fuse with no groundfault present. Replaced fuse. Inverters are showing isolation faults, which could be from ground fault that blew a ground fuse. There is also a synchronization fault, which could be an issue with the fiber between the inverters.",Inverter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S97,2018-09-10 19:45:00,2018-09-11 12:00:00,Inverters not updating. Comms issues.,Comms restored.,Inverter,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S97,2018-09-12 07:00:00,2018-09-17 12:00:00,Deno lost connectivty / no updates after last storms - working with PowerOwners to correct.,Deno measuring data correctly for last 5 days.,Facility,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S97,2018-09-27 02:30:00,2018-10-05 12:00:00,Inverters and meters stopped updating to Deck.,Brad replaced modem on site. 10/2/18 unknown Verizon / cell tower / modem issue. Verizon ticket open. Meters and inverters not updating. Ryan K checked on site and confirmed production.,Inverter,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S57,2018-09-27 12:00:00,2018-09-27 15:00:00,Utility recloser tripped.,Site is closed back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-10-09 16:00:00,2018-11-02 12:00:00,Possible phase C CT issue on meter 1 causing under production.,CT data is verified over time under high irradiance. Replacement CT installed 11/2/18. Replacement 690VAC CT ordered 10/26/18. This is a persisting issue. Production loss is more noticeable on clear days when inverters are clipping.,Energy Meter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S97,2016-10-21 20:00:00,2018-11-08 08:30:00,Inverter comm cards have failed. Inverter is producing.,"New comms card installed, inverter comms restored. Brad requesting new comms cards through hardware warranty.",Inverter,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S97,2018-10-24 04:00:00,2018-10-29 08:00:00,Inverters and meters have stopped updating.,Modem replaced with 4G.,Energy Meter,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S52,2018-10-26 17:00:00,2018-10-31 14:00:00,Denos stopped updating.,Replaced hw. Tried multiple reboots and failed.,Facility,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2018-10-29 14:00:00,2018-10-31 12:00:00,Short circuit in DAS enclosure caused meter outage.,Replaced hw. Tried multiple reboots and failed.,Energy Meter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-12-09 12:00:00,2018-12-09 12:45:00,Nexamp recloser opened due to voltage fluctuations.,Site remotely closed back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2018-12-22 17:00:00,2018-12-22 17:30:00,Site tripped offline due over/under voltage fluctuations from the grid.,Site remotely closed back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S97,2018-12-26 14:00:00,2018-12-31 09:30:00,Potential string down under 7.CB F. Identified by NEC on 12/26.,String 9 had blown fuse.,Combiner Box,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S97,2018-12-29 08:00:00,2019-01-11 11:00:00,Inverter 6 stopped updating to powertrack.,Replaced failed capacitor bank. Inverter down until AE parts received.,Inverter,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S52,2019-01-07 08:00:00,2019-01-07 01:30:00,Facility offline for Griffin Rd. 2 construction.,"Site back online, construction to resume tomorrow.",Facility,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-01-15 07:15:00,2019-01-15 13:00:00,Site turned offline for Griffin 2 construction.,Site turned back online.,Facility,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-01-11 08:00:00,2019-01-11 13:45:00,Site offline for Griffin 2 construction.,Site back online.,Facility,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-01-23 16:00:00,2019-01-28 11:00:00,String offline. Detected by NEC 26JAN19.,Replaced failed CB power supply board.,Combiner Box,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-02-21 16:00:00,2019-02-22 11:00:00,Inverter tripped offline end of day 2/21.,Inverter door was open.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S97,2019-02-25 10:00:00,2019-02-26 16:15:00,Utility outage in the area due to high winds.,National Grid Repair work completed. Outage map shows estimated repair time 12pm 2/27. Estimated repair time 9:15pm for 1 pole and unknown for another pole feeding into the rock quarry.,Facility,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S32,2019-02-25 10:00:00,2019-02-26 16:15:00,Utility outage in the area due to high winds.,National Grid repair work completed. Outage map shows estimated repair time 12pm 2/27. Estimated repair time 9:15pm for 1 pole and unknown for another pole feeding into the rock quarry.,Facility,MA,2012-09-21,1186.18,1000.0,Distributed Generation,Fixed,Central,
C4S52,2019-03-08 10:00:00,2019-03-21 12:00:00,Inverter 2 module 1 dropped offline Thursday 3/7. Modules 1 & 2 offline 3/8-3/9. All modules back online 3/11. No error codes captured in Powertrack. Matt B. suspects there could be a chiller issue. Case #CARE-00791323 opened with ABB.,No issues since 3/9. Check pressure gauges next site visit.,Inverter Module,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2019-03-22 06:00:00,2019-03-22 09:30:00,Nexamp recloser opened due to grid voltage fluctuations.,Remotely closed site back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S57,2019-03-31 14:00:00,2019-03-31 14:30:00,Nexamp recloser opened due to grid voltage fluctuations.,Remotely closed site back in.,Facility,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-04-01 13:00:00,2019-04-01 15:30:00,Inverter tripped offline.,Commonwealth tech found inverter door open and closed it.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-04-09 09:00:00,2019-04-09 12:00:00,CB showing 0A.,New gigavac installed.,Combiner Box,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-04-18 13:00:00,,"Inverter 1 de-rated to 1000kW, clipping around 992. Inverter 2 performing as expected, good case to start with for comparison. Case opened with ABB: 802480.",,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S57,2019-05-10 16:00:00,,Potential bad CT on meter 2 phase A. CT ratio: 1600:5. ~4% difference between phases.,CTs being shipped 6/11. 3 week lead time. CT ordered. Will schedule when received.,Energy Meter,MA,2018-01-05,2592.0,2000.0,Distributed Generation,Fixed,Central,
C4S32,2019-06-07 08:30:00,2019-06-07 00:00:00,Site offline for utility work.,USNE closed site back in.,Facility,MA,2012-09-21,1186.18,1000.0,Distributed Generation,Fixed,Central,
C4S97,2019-06-07 08:30:00,2019-06-07 15:00:00,Site offline due to utility maintenance.,USNE closed site back in.,Facility,MA,2012-04-06,1129.26,1000.0,Distributed Generation,Fixed,Central,
C4S52,2019-06-08 16:00:00,2019-06-10 11:00:00,CB showing 0A.,Replaced failed gigavac. Repair scheduled 6/10.,Combiner Box,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C4S52,2019-06-10 14:00:00,2019-06-11 13:00:00,"Inverter offline, module door open.",Door open fault. Tech will be onsite today 6/10.,Inverter,MA,2018-03-15,2577.15,2000.0,Distributed Generation,Fixed,Central,
C5S174,2017-05-28 12:51:26,2018-06-26 12:56:49,North Nash - A1-3 Combiner - 50% Low. ,A1-3 combiner reading about 50% low starting 2018-02-20 15:30. . ,Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S174,2017-05-28 12:51:26,2018-05-24 16:17:11,North Nash- Full Site- Offline (Utility). ,2018-07-15. 23:15. Site offline. No data in PVGuard and cannot connect to any equipment on-site. Contacted Duke at 04:28 on 4/16/18 and there a few is a known outages in that area including our location. These outages are due to the severe weather that that passed through last night. No ETR is available at this time.. ,Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
C5S111,2017-05-28 12:51:25,2018-05-24 16:23:20,"Dixon Dairy - SE-B, SE-A, SW-B, SW-A, NE-B, NE-A, NW-A, NW-B ICPCONs - No Comms. ","The SE-B, SE-A, SW-B, SW-A, NE-B, NE-A, NW-A, NW-B ICPCONs at Dixon Dairy lost comms at 02:30 2018-03-12 as part of a fleetwide comms outage. Use the SOP to power cycle these ICPCONs and call NOC to ensure comms have been restored.. ",Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:23:57,Dixon Dairy Road - NEA NEB NWA NWB Inverters - No Comm. ,NEA NEB NWA NWB Inverters no Comm 2018-03-12 00:50. We can log in directly to Inverters. ComBox can communicate with both Webloggers.  Production to verified in AM.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:27:44,Dixon Dairy Road - ComBox - No Data Push. ,PVGuard Combox data push lost 2018-02-24 18:30. We still have ability to log directly into Weblog Pros and Inverters.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:29:58,Dixon Dairy Road - Site outage - fuse replacement. ,Utility (Duke) -side recloser will need to be opened temporarily to allow replacement of incorrectly sized fuse link (see related ticket). . ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S111,2017-05-28 12:51:25,2018-05-24 16:30:22,Dixon Dairy - Inverter NWA - Offline. ,Inverter NW A offline on 2018-02-09. No error code is available at this time. Troubleshot on 2/9 and 2/13 by PPM. No parts replaced. Swithced F1 breaker and power cycled monitoring equipment. Production and communication restored 2018-02-13 9:15.. ,Ground-Mount PV System,NC,2011-11-30,5000.8,5000.0,Utility-scale,Fixed,Central,SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]; SMA America: SC 500HE-US 200V [CEC 2010]
C5S174,2017-05-28 12:51:26,2018-05-24 16:30:58,North Nash-MQI. ,2/6/18-MQI-jball. ,Ground-Mount PV System,NC,2015-08-30,6494.400000000001,4998.0,Utility-scale,Fixed,Central,SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]; SMA America: SC800CP-US 360V [CEC 2012]
